filename,title,authors,series,url,Category
9780063004528.jpg,Trouble at Table 5 #6: Countdown to Disaster,"Tom Watson, Marta Kissi",Trouble at Table 5 #6,https://harpercollins.com/products/trouble-at-table-5-6-countdown-to-disaster-tom-watson,Beginning Readers
9780060763909_f38a9edc-53a0-4161-8967-ba6a83530eef.jpg,It's Raining Pigs & Noodles,"Jack Prelutsky, James Stevenson",,https://harpercollins.com/products/its-raining-pigs-noodles-jack-prelutsky,Beginning Readers
9780062116017.jpg,"Splat the Cat: Splat and Seymour, Best Friends Forevermore",Rob Scotton,Splat the Cat,https://harpercollins.com/products/splat-the-cat-splat-and-seymour-best-friends-forevermore-rob-scotton,Beginning Readers
9780061873263.jpg,Fancy Nancy: Every Day Is Earth Day,"Jane O'Connor, Robin Preiss Glasser",Fancy Nancy,https://harpercollins.com/products/fancy-nancy-every-day-is-earth-day-jane-oconnor,Beginning Readers
9780060511159_9675078a-8cd1-4ec8-b7a2-71233b5265e8.jpg,"Good Work, Amelia Bedelia","Peggy Parish, Lynn Sweat",,https://harpercollins.com/products/good-work-amelia-bedelia-peggy-parish,Beginning Readers
9780062912565.jpg,Clark the Shark and the School Sing,"Bruce Hale, Guy Francis",,https://harpercollins.com/products/clark-the-shark-and-the-school-sing-bruce-hale,Beginning Readers
9780062843944.jpg,Disney Junior Fancy Nancy: Nancy Takes the Case,"Victoria Saxon, Disney Storybook Art Team",Disney Junior Fancy Nancy,https://harpercollins.com/products/disney-junior-fancy-nancy-nancy-takes-the-case-victoria-saxon,Beginning Readers
9780062281616.jpg,Danny and the Dinosaur: School Days,Syd Hoff,Danny and the Dinosaur,https://harpercollins.com/products/danny-and-the-dinosaur-school-days-syd-hoff,Beginning Readers
9780060268664_365d3ea7-900c-45bd-b6b1-7e4ea60fd05e.jpg,Harry the Dirty Dog,"Gene Zion, Margaret Bloy Graham",,https://harpercollins.com/products/harry-the-dirty-dog-gene-ziongene-zion,Picture Books
9780060268664_365d3ea7-900c-45bd-b6b1-7e4ea60fd05e.jpg,Harry the Dirty Dog,"Gene Zion, Margaret Bloy Graham",,https://harpercollins.com/products/harry-the-dirty-dog-gene-ziongene-zion,Picture Books
9780060268664_365d3ea7-900c-45bd-b6b1-7e4ea60fd05e.jpg,Harry the Dirty Dog,"Gene Zion, Margaret Bloy Graham",,https://harpercollins.com/products/harry-the-dirty-dog-gene-ziongene-zion,Board Books
9780060268664_365d3ea7-900c-45bd-b6b1-7e4ea60fd05e.jpg,Harry the Dirty Dog,"Gene Zion, Margaret Bloy Graham",,https://harpercollins.com/products/harry-the-dirty-dog-gene-ziongene-zion,Board Books
9780060094676_a1b672bc-603f-42bd-b30e-cf0ff8f849cf.jpg,Biscuit Gives a Gift,"Alyssa Satin Capucilli, Pat Schories",Biscuit,https://harpercollins.com/products/biscuit-gives-a-gift-alyssa-satin-capucilli-1,Picture Books
9780060094676_a1b672bc-603f-42bd-b30e-cf0ff8f849cf.jpg,Biscuit Gives a Gift,"Alyssa Satin Capucilli, Pat Schories",Biscuit,https://harpercollins.com/products/biscuit-gives-a-gift-alyssa-satin-capucilli-1,Board Books
9780688154684_1958db62-bfde-4c5f-9e7e-37a9dffce69b.jpg,"Diez, Nueve, Ocho",Molly Bang,,https://harpercollins.com/products/diez-nueve-ocho-molly-bang-1,Picture Books
9780688154684_1958db62-bfde-4c5f-9e7e-37a9dffce69b.jpg,"Diez, Nueve, Ocho",Molly Bang,,https://harpercollins.com/products/diez-nueve-ocho-molly-bang-1,Board Books
9780547562605_8e5947db-ba54-456e-a478-6277d7cf6210.jpg,The Upstairs Cat,Howard Fine,,https://harpercollins.com/products/the-upstairs-cat,Picture Books
9780544151161_f91b4430-b0d1-4d13-a53e-0f3e2096086f.jpg,Jorge el curioso y los bomberos/Curious George and the Firefighters (Read-Aloud),"H. A. Rey, Anna Grossnickle Hines",,https://harpercollins.com/products/jorge-el-curioso-y-los-bomberoscurious-george-and-the-firefighters-read-aloud-h-a-reyanna-grossnickle-hines,Picture Books
9780547822792_207ada66-e975-4c6c-8b6f-ed9a47429df8.jpg,Jorge el curioso vuela una cometa/Curious George Flies a Kite,"H. A. Rey, Margret Rey",,https://harpercollins.com/products/jorge-el-curioso-vuela-una-cometacurious-george-flies-a-kite-h-a-reymargret-rey,Picture Books
9780547767406_511e8e04-3183-476c-b29a-3ddf35e59ad4.jpg,Boy Who Loved to Draw,"Barbara Brenner, Olivier Dunrea",,https://harpercollins.com/products/boy-who-loved-to-draw-barbara-brenner,Picture Books
9780544483132_a261ed4a-96b7-4500-98c8-4272ced4a7a1.jpg,BooBoo (Read-aloud),Olivier Dunrea,,https://harpercollins.com/products/booboo-read-aloud-olivier-dunrea,Picture Books
9780544483132_a261ed4a-96b7-4500-98c8-4272ced4a7a1.jpg,BooBoo (Read-aloud),Olivier Dunrea,,https://harpercollins.com/products/booboo-read-aloud-olivier-dunrea,Board Books
9780544162846_b04626f0-9b3a-442b-ab41-5d680ae2953b.jpg,Curious George Pinata Party (CGTV Read-Aloud),H. A. Rey,,https://harpercollins.com/products/curious-george-pinata-party-cgtv-read-aloud-h-a-rey,Picture Books
9780544146099_0b1ec999-1827-442d-8386-2ab3898958c2.jpg,Jorge el curioso va a una fiesta de disfraces/Curious George Costume Party,H. A. Rey,,https://harpercollins.com/products/jorge-el-curioso-va-a-una-fiesta-de-disfracescurious-george-costume-party-h-a-rey,Picture Books
9780544151123_40e95ad2-76fc-4d7f-8f8e-564c09a21eee.jpg,Jorge el curioso visita el acuario/Curious George at the Aquarium (Read-Aloud),H. A. Rey,,https://harpercollins.com/products/jorge-el-curioso-visita-el-acuariocurious-george-at-the-aquarium-read-aloud-h-a-rey,Picture Books
9780547532899_ed0723e9-7358-4c16-b3e8-8880455712cc.jpg,The Library of Alexandria,"Kelly Trumble, Robina MacIntyre Marshall",,https://harpercollins.com/products/the-library-of-alexandria-kelly-trumble,Picture Books
9780547543109_c3408438-3a7e-4fc8-a056-abfb78d2d97b.jpg,One Dark Night,"Lisa Wheeler, Ivan Bates",,https://harpercollins.com/products/one-dark-night-lisa-wheeler,Picture Books
9780547681399_4b784b61-bd96-4591-aa5c-ba2e70548447.jpg,Jorge el curioso y la pinata/Curious George Pinata Party Bilingual Edition,H. A. Rey,,https://harpercollins.com/products/jorge-el-curioso-y-la-pinatacurious-george-pinata-party-bilingual-edition-h-a-rey,Picture Books
9780547859125_61ba2195-c7ee-4be2-a72c-ff160f539584.jpg,The Hobbit: An Unexpected Journey--The World Of Hobbits,Paddy Kempshall,The Hobbit,https://harpercollins.com/products/the-hobbit-an-unexpected-journey-the-world-of-hobbits-paddy-kempshall,Picture Books
9780547771595_cef2a8f7-17d5-469f-b5aa-13f66005a529.jpg,River Dream,Allen Say,,https://harpercollins.com/products/river-dream-allen-say,Picture Books
9780062432346.jpg,Ranger Rick: I Wish I Was a Flamingo,Jennifer Bové,Ranger Rick,https://harpercollins.com/products/ranger-rick-i-wish-i-was-a-flamingo-jennifer-bove,Beginning Readers
9780063060715.jpg,My Little Pony: Detective Hitch,Hasbro,My Little Pony,https://harpercollins.com/products/my-little-pony-detective-hitch-hasbro,Beginning Readers
9780062432636_238f6b2a-2b07-49bd-b5f5-d574ad87b7f5.jpg,Ben Franklin Thinks Big,"Sheila Keenan, Gustavo Mazali",,https://harpercollins.com/products/ben-franklin-thinks-big-sheila-keenan,Beginning Readers
9780064441094.jpg,No More Monsters for Me!,"Peggy Parish, Marc Simont",,https://harpercollins.com/products/no-more-monsters-for-me-peggy-parish,Beginning Readers
9780062187765_de4e403a-257a-4f9a-ad5a-0941a6ff4320.jpg,Pinkalicious and the Cupcake Calamity,Victoria Kann,,https://harpercollins.com/products/pinkalicious-and-the-cupcake-calamity-victoria-kann,Beginning Readers
9780062989543_28f15a02-b572-43d7-9c5b-1cb6e1bd9ec4.jpg,I Want to Be a Teacher,"Laura Driscoll, Catalina Echeverri",,https://harpercollins.com/products/i-want-to-be-a-teacher-laura-driscoll,Beginning Readers
9780060546649_543b7a6e-62f3-4454-9209-1de4e68dcb8f.jpg,"What's That, Mittens?","Lola M. Schaefer, Susan Kathleen Hartung",,https://harpercollins.com/products/whats-that-mittens-lola-m-schaefer,Beginning Readers
9780062432285.jpg,Ranger Rick: I Wish I Was a Llama,Jennifer Bové,Ranger Rick,https://harpercollins.com/products/ranger-rick-i-wish-i-was-a-llama-jennifer-bove,Beginning Readers
9780060544522.jpg,Amazing Tigers!,Sarah L. Thomson,,https://harpercollins.com/products/amazing-tigers-sarah-l-thomson,Beginning Readers
9780062373328.jpg,Determined Dreamer: The Story of Marie Curie,"Deborah Hopkinson, Jen Hill",Determined Dreamer,https://harpercollins.com/products/determined-dreamer-the-story-of-marie-curie-deborah-hopkinson,Beginning Readers
9780063037427_9aec0fa3-d510-4956-8dde-d84d2d49d95d.jpg,My Little Pony: Pony Life: Royal Bake-Off,Hasbro,My Little Pony,https://harpercollins.com/products/my-little-pony-pony-life-royal-bake-off-hasbro,Beginning Readers
9780061702211_4064a0a5-6362-479a-9b33-f383526adc86.jpg,"Happy Halloween, Mittens","Lola M. Schaefer, Susan Kathleen Hartung",,https://harpercollins.com/products/happy-halloween-mittens-lola-m-schaefer,Beginning Readers
9780062222213.jpg,Digger the Dinosaur,"Rebecca Dotlich, Gynux",,https://harpercollins.com/products/digger-the-dinosaur-rebecca-dotlich,Beginning Readers
9780061978579_683ce5aa-9564-46ed-b122-448134681086.jpg,Splat the Cat and the Duck with No Quack,Rob Scotton,,https://harpercollins.com/products/splat-the-cat-and-the-duck-with-no-quack-rob-scotton,Beginning Readers
9780062075598.jpg,The Berenstain Bears: Gone Fishin'!,Mike Berenstain,The Berenstain Bears,https://harpercollins.com/products/the-berenstain-bears-gone-fishin-mike-berenstain,Beginning Readers
9780062974211_191c9937-147d-4cf5-81bb-f525002f5c0a.jpg,Pete the Cat's Not So Groovy Day,"James Dean, Kimberly Dean",Pete the Cat,https://harpercollins.com/products/pete-the-cats-not-so-groovy-day-james-deankimberly-dean,Beginning Readers
9780152064037_14197b9f-11a3-4edd-9602-0d83c97cfac9.jpg,Like a Windy Day,"Frank Asch, Devin Asch",,https://harpercollins.com/products/like-a-windy-day-frank-aschdevin-asch,Beginning Readers
9780544430570_a610154d-0d11-4409-b0aa-9bcb37abbf85.jpg,Curious George Gymnastics Fun (CGTV Reader),H. A. Rey,,https://harpercollins.com/products/curious-george-gymnastics-fun-cgtv-reader-h-a-rey,Beginning Readers
9780152048488_80fd150e-735f-4e0b-a532-a0a9eca5566a.jpg,A New Home,Tim Bowers,,https://harpercollins.com/products/a-new-home-tim-bowers-2,Beginning Readers
9780152048488_80fd150e-735f-4e0b-a532-a0a9eca5566a.jpg,A New Home,Tim Bowers,,https://harpercollins.com/products/a-new-home-tim-bowers-2,Beginning Readers
9780152048488_80fd150e-735f-4e0b-a532-a0a9eca5566a.jpg,A New Home,Tim Bowers,,https://harpercollins.com/products/a-new-home-tim-bowers-2,Beginning Readers
9780152048488_7c069cf5-0572-4de4-9cc0-5fd0f3cea506.jpg,A New Home,Tim Bowers,,https://harpercollins.com/products/a-new-home-tim-bowers-1,Beginning Readers
9780152048488_7c069cf5-0572-4de4-9cc0-5fd0f3cea506.jpg,A New Home,Tim Bowers,,https://harpercollins.com/products/a-new-home-tim-bowers-1,Beginning Readers
9780152048488_7c069cf5-0572-4de4-9cc0-5fd0f3cea506.jpg,A New Home,Tim Bowers,,https://harpercollins.com/products/a-new-home-tim-bowers-1,Beginning Readers
9780152048488_6798f1a0-776b-4624-b5c0-26f30d56ada4.jpg,A New Home,Tim Bowers,,https://harpercollins.com/products/a-new-home-tim-bowers,Beginning Readers
9780152048488_6798f1a0-776b-4624-b5c0-26f30d56ada4.jpg,A New Home,Tim Bowers,,https://harpercollins.com/products/a-new-home-tim-bowers,Beginning Readers
9780152048488_6798f1a0-776b-4624-b5c0-26f30d56ada4.jpg,A New Home,Tim Bowers,,https://harpercollins.com/products/a-new-home-tim-bowers,Beginning Readers
9780544105355_f17b7d12-96e7-4e86-a3c7-c0a8c187d844.jpg,Gossie and Gertie,Olivier Dunrea,,https://harpercollins.com/products/gossie-and-gertie-olivier-dunrea,Beginning Readers
9780544105355_54928cf9-d5b0-400e-80c8-580dd773e33e.jpg,Gossie and Gertie (Reader),Olivier Dunrea,,https://harpercollins.com/products/gossie-and-gertie-reader-olivier-dunrea,Beginning Readers
9780544105355_54928cf9-d5b0-400e-80c8-580dd773e33e.jpg,Gossie and Gertie (Reader),Olivier Dunrea,,https://harpercollins.com/products/gossie-and-gertie-reader-olivier-dunrea,Board Books
9780358513148.jpg,Big Dog and Little Dog Wearing Sweaters Board Book,Dav Pilkey,,https://harpercollins.com/products/big-dog-and-little-dog-wearing-sweaters-board-book-dav-pilkey,Beginning Readers
9780063009585_93d17d7f-b5f5-4344-8560-b25ca2bfdd4d.jpg,13th Street #5: Tussle with the Tooting Tarantulas,"David Bowles, Shane Clester",13th Street #5,https://harpercollins.com/products/13th-street-5-tussle-with-the-tooting-tarantulas-david-bowles,Beginning Readers
9780061989643.jpg,Pinkalicious: Soccer Star,Victoria Kann,Pinkalicious,https://harpercollins.com/products/pinkalicious-soccer-star-victoria-kann,Beginning Readers
9780064442114_17de5202-22d5-4bf8-8970-6286024500f0.jpg,Sid and Sam,"Nola Buck, G. Brian Karas",,https://harpercollins.com/products/sid-and-sam-nola-buck,Beginning Readers
9780060583415_0324628b-a5e2-4a43-9f4c-f3c67da499c6.jpg,The Berenstain Bears' Seashore Treasure,"Jan Berenstain, Stan Berenstain",,https://harpercollins.com/products/the-berenstain-bears-seashore-treasure-jan-berenstainstan-berenstain,Beginning Readers
9780152013677_dd126e7c-ba52-4fbb-bfa2-a88cf6063271.jpg,Elbert's Bad Word,"Audrey Wood, Don Wood",,https://harpercollins.com/products/elberts-bad-word-audrey-wood,Beginning Readers
9780061857751.jpg,Something Big Has Been Here,"Jack Prelutsky, James Stevenson",,https://harpercollins.com/products/something-big-has-been-here-jack-prelutsky,Beginning Readers
9780062433176.jpg,Paddington Here and Now,"Michael Bond, R. W. Alley",,https://harpercollins.com/products/paddington-here-and-now-michael-bond,Beginning Readers
9781328850966.jpg,Dinosaurs,Steve Jenkins,,https://harpercollins.com/products/dinosaurs-steve-jenkins,Beginning Readers
9780618169344_97162d96-3bc5-473f-8bdf-87cac014332b.jpg,How Can I Get There? / ¿cómo Puedo Llegar Allá?,"Editors of the American Heritage Dictionaries, Pamela Zagarenski",,https://harpercollins.com/products/how-can-i-get-there-como-puedo-llegar-alla-editors-of-the-american-heritage-di-1,Board Books
9780060872236_b4ef0f04-d2c7-462b-a6cb-e07d13f2cd5e.jpg,La primera luna llena de Gatita,Kevin Henkes,,https://harpercollins.com/products/la-primera-luna-llena-de-gatita-kevin-henkes-1,Board Books
9780061915109_59323bcb-c170-4006-a094-b6518f886da1.jpg,My Heart Is Like a Zoo,Michael Hall,,https://harpercollins.com/products/my-heart-is-like-a-zoo-michael-hall-1,Board Books
9780688801656_312d7750-751e-4665-863b-b34a3b8dd1da.jpg,Freight Train,Donald Crews,,https://harpercollins.com/products/freight-train-donald-crewsdonald-crews,Board Books
9780544503816_4408b22d-bf44-4501-a5c4-d363e308cf55.jpg,Jasper & Joop (Reader),Olivier Dunrea,,https://harpercollins.com/products/jasper-joop-reader-olivier-dunrea,Board Books
9780544503816_4408b22d-bf44-4501-a5c4-d363e308cf55.jpg,Jasper & Joop (Reader),Olivier Dunrea,,https://harpercollins.com/products/jasper-joop-reader-olivier-dunrea,Beginning Readers
9780060214166_a6fe68f6-4d77-4c8f-a8a4-1cdbc1076f9a.jpg,Jamberry,Bruce Degen,,https://harpercollins.com/products/jamberry-bruce-degenbruce-degen,Board Books
9780060214166_a6fe68f6-4d77-4c8f-a8a4-1cdbc1076f9a.jpg,Jamberry,Bruce Degen,,https://harpercollins.com/products/jamberry-bruce-degenbruce-degen,Board Books
9780060214166_a6fe68f6-4d77-4c8f-a8a4-1cdbc1076f9a.jpg,Jamberry,Bruce Degen,,https://harpercollins.com/products/jamberry-bruce-degenbruce-degen,Picture Books
9780152057749_ec452cd0-e05e-4fd7-a95e-849489082637.jpg,B Is for Bulldozer,"June Sobel, Melissa Iwai",,https://harpercollins.com/products/b-is-for-bulldozer-june-sobel-1,Board Books
9780694013043_19ba397d-3fc1-43db-8f25-be08fd5a3bc7.jpg,You're Just What I Need Board Book,"Ruth Krauss, Julia Noonan",,https://harpercollins.com/products/youre-just-what-i-need-board-book-ruth-kraussruth-krauss,Board Books
9780688173647_37a07769-b989-43ba-a774-56e7b01ebead.jpg,So Many Bunnies Board Book,"Rick Walton, Paige Miglio",,https://harpercollins.com/products/so-many-bunnies-board-book-rick-waltonrick-walton,Board Books
9780060593933_3825a9a4-d75d-4601-9d8b-ae606cdc3be6.jpg,I Already Know I Love You,"Billy Crystal, Elizabeth Sayles",,https://harpercollins.com/products/i-already-know-i-love-you-billy-crystal,Board Books
9780544323568_73bfcb93-debf-4283-9c4a-dc5aa480e36f.jpg,Peedie (Reader),Olivier Dunrea,,https://harpercollins.com/products/peedie-reader-olivier-dunrea,Board Books
9780544146860_245689c8-b6bc-48ac-bff3-bba1209f5e46.jpg,Curious George's Dump Truck (Mini Movers Shaped Board Books),H. A. Rey,,https://harpercollins.com/products/curious-georges-dump-truck-mini-movers-shaped-board-books-h-a-rey-1,Board Books
9780064431439_a6f985fb-0a8a-4fdc-9cbb-5578b933ec42.jpg,Caps for Sale,Esphyr Slobodkina,,https://harpercollins.com/products/caps-for-sale-esphyr-slobodkinaesphyr-slobodkinaesphyr-slobodkina,Board Books
9780064431439_a6f985fb-0a8a-4fdc-9cbb-5578b933ec42.jpg,Caps for Sale,Esphyr Slobodkina,,https://harpercollins.com/products/caps-for-sale-esphyr-slobodkinaesphyr-slobodkinaesphyr-slobodkina,Board Books
9780064431439_a6f985fb-0a8a-4fdc-9cbb-5578b933ec42.jpg,Caps for Sale,Esphyr Slobodkina,,https://harpercollins.com/products/caps-for-sale-esphyr-slobodkinaesphyr-slobodkinaesphyr-slobodkina,Picture Books
9780688074234_3b914d21-f6f1-4159-adf7-3af8fb87e359.jpg,Baby Says,John Steptoe,,https://harpercollins.com/products/baby-says-john-steptoejohn-steptoe,Board Books
9780544313637_61492925-c978-4561-a3e5-1557e91968ed.jpg,Booboo (Reader),Olivier Dunrea,,https://harpercollins.com/products/booboo-reader-olivier-dunrea,Board Books
9780544937246_dada8a24-2db2-4014-b41d-18e455f73634.jpg,Gus (Reader),Olivier Dunrea,,https://harpercollins.com/products/gus-reader-olivier-dunrea,Board Books
9780062432780_c8edf618-7d9b-4d98-b73b-7a43c6d08da9.jpg,Jane Goodall: A Champion of Chimpanzees,"Sarah Albee, Gustavo Mazali",Jane Goodall,https://harpercollins.com/products/jane-goodall-a-champion-of-chimpanzees-sarah-albee,Beginning Readers
9780152045555_ce005783-5c93-40ab-b9f4-1a489a73f627.jpg,The Turning of the Year,"Bill Martin Jr, Greg Shed",,https://harpercollins.com/products/the-turning-of-the-year-bill-martin-jr,Beginning Readers
9780062187956_76440933-7888-402c-b16b-f5ae1ec827b2.jpg,Pinkalicious: Tutu-rrific,Victoria Kann,Pinkalicious,https://harpercollins.com/products/pinkalicious-tutu-rrific-victoria-kann,Beginning Readers
9780062658425.jpg,Amelia Bedelia Chapter Book #12: Amelia Bedelia Digs In,"Herman Parish, Lynne Avril",Amelia Bedelia Chapter Book #12,https://harpercollins.com/products/amelia-bedelia-chapter-book-12-amelia-bedelia-digs-in-herman-parish,Beginning Readers
9780061478154.jpg,Little Critter: Just a Little Love,Mercer Mayer,Little Critter,https://harpercollins.com/products/little-critter-just-a-little-love-mercer-mayer,Beginning Readers
9780061928796_519bc175-bd5e-4c67-85eb-e9132fc665d7.jpg,Pinkalicious: Pink around the Rink,Victoria Kann,Pinkalicious,https://harpercollins.com/products/pinkalicious-pink-around-the-rink-victoria-kann,Beginning Readers
9780063017078_a4948865-91bc-4047-8f54-2f0f35d090b5.jpg,The One and Only Ivan: It’s Showtime!,Colin Hosten,The One and Only Ivan,https://harpercollins.com/products/the-one-and-only-ivan-its-showtime-colin-hosten,Beginning Readers
9780063076662_165e9d37-b408-43ea-8280-cf2a70734a56.jpg,Fish and Wave,Sergio Ruzzier,,https://harpercollins.com/products/fish-and-wave-sergio-ruzzier,Beginning Readers
9780063204386_8de30fa4-ac63-425c-b9aa-840f8f351713.jpg,"Love, Diana: Meet Diana","PocketWatch, Inc.","Love, Diana",https://harpercollins.com/products/love-diana-meet-diana,Beginning Readers
9780062658395.jpg,Amelia Bedelia Chapter Book #11: Amelia Bedelia Makes a Splash,"Herman Parish, Lynne Avril",Amelia Bedelia Chapter Book #11,https://harpercollins.com/products/amelia-bedelia-chapter-book-11-amelia-bedelia-makes-a-splash-herman-parish,Beginning Readers
9780062898593_ed49a280-996f-467c-a7c5-b6652cbc5b1c.jpg,Biscuit Storybook Favorites,"Alyssa Satin Capucilli, Pat Schories",Biscuit,https://harpercollins.com/products/biscuit-storybook-favorites-alyssa-satin-capucilli,Beginning Readers
9780062353146.jpg,"Duck, Duck, Dinosaur: Perfect Pumpkin","Kallie George, Oriol Vidal","Duck, Duck, Dinosaur",https://harpercollins.com/products/duck-duck-dinosaur-perfect-pumpkin-kallie-george,Beginning Readers
9780063266643.jpg,Biscuit Visits the Firehouse,"Alyssa Satin Capucilli, Pat Schories",Biscuit,https://harpercollins.com/products/biscuit-visits-the-firehouse-alyssa-satin-capucilli,Beginning Readers
9780063306479_b1b6622a-744a-41df-baab-f161020ab6cd.jpg,Chip Plays Grown-Up,Maddie Frost,,https://harpercollins.com/products/chip-plays-grown-up-maddie-frost,Beginning Readers
9780152048549_ea1a79bb-4251-4842-9ce3-3ee41126818b.jpg,What I See,Holly Keller,,https://harpercollins.com/products/what-i-see-holly-keller,Beginning Readers
9780062410481.jpg,Danny and the Dinosaur and the Sand Castle Contest,Syd Hoff,,https://harpercollins.com/products/danny-and-the-dinosaur-and-the-sand-castle-contest-syd-hoff,Beginning Readers
9780544336056_fc50d362-072e-4908-93ac-d0042d7a161d.jpg,Buster the Very Shy Dog Finds a Kitten,Lisze Bechtold,,https://harpercollins.com/products/buster-the-very-shy-dog-finds-a-kitten-lisze-bechtold,Beginning Readers
9780062410689_89b84228-94a5-4d98-83f9-0026e3d72704.jpg,Pinkalicious and Planet Pink,Victoria Kann,,https://harpercollins.com/products/pinkalicious-and-planet-pink-victoria-kann,Beginning Readers
9780395515822_ef9c2bf7-a73f-4356-baaf-70593d366c83.jpg,Where's Al?,Byron Barton,,https://harpercollins.com/products/wheres-al-byron-barton,Beginning Readers
9780062347749.jpg,Charlie the Ranch Dog: Stuck in the Mud,"Ree Drummond, Diane deGroat, Rick Whipple",Charlie the Ranch Dog,https://harpercollins.com/products/charlie-the-ranch-dog-stuck-in-the-mud-ree-drummond,Beginning Readers
9780358450474_7df513fc-8326-42a4-9d65-ae507a3e82b0.jpg,Big Dog and Little Dog Going for a Walk Board Book,Dav Pilkey,,https://harpercollins.com/products/big-dog-and-little-dog-going-for-a-walk-board-book-dav-pilkey,Beginning Readers
9780152024741_605f8110-f08a-4d9c-9ea8-7747d3a11854.jpg,Mr. Putter & Tabby Paint the Porch,"Cynthia Rylant, Arthur Howard",,https://harpercollins.com/products/mr-putter-tabby-paint-the-porch-cynthia-rylant,Beginning Readers
9780064440325_8c2fecef-26ca-4831-b2a3-59782428977c.jpg,Arthur's Pen Pal,Lillian Hoban,,https://harpercollins.com/products/arthurs-pen-pal-lillian-hoban,Beginning Readers
9780062366573_06ce6294-40db-42ab-bc7c-ee606adda306.jpg,"Otter: Oh No, Bath Time!",Sam Garton,Otter,https://harpercollins.com/products/otter-oh-no-bath-time-sam-garton,Beginning Readers
9780062090140_a73a5614-a714-4e45-823f-1e0b689f2aee.jpg,Splat the Cat: The Name of the Game,Rob Scotton,Splat the Cat,https://harpercollins.com/products/splat-the-cat-the-name-of-the-game-rob-scotton,Beginning Readers
9780060843571.jpg,Amelia Bedelia's Masterpiece,"Herman Parish, Lynn Sweat",,https://harpercollins.com/products/amelia-bedelias-masterpiece-herman-parish,Beginning Readers
9780063312272_21b9e5de-6cea-469d-aa62-588de3f7452a.jpg,George and Martha: One More Time,James Marshall,George and Martha,https://harpercollins.com/products/george-and-martha-one-more-time-james-marshall,Beginning Readers
9780062910035.jpg,Biscuit and the Great Fall Day,"Alyssa Satin Capucilli, Pat Schories",Biscuit,https://harpercollins.com/products/biscuit-and-the-great-fall-day-alyssa-satin-capucilli,Beginning Readers
9780062365941_0ed99cd1-3947-4800-a26d-354b23d8d1b0.jpg,Flat Stanley and the Missing Pumpkins,"Jeff Brown, Macky Pamintuan",,https://harpercollins.com/products/flat-stanley-and-the-missing-pumpkins-jeff-brown,Beginning Readers
9780064441759_da362fb1-de85-4a79-99a2-4ef4e17514c6.jpg,Arthur's Camp-Out,Lillian Hoban,,https://harpercollins.com/products/arthurs-camp-out-lillian-hoban,Beginning Readers
9780062675309.jpg,Pete the Cat Goes Camping,"James Dean, Kimberly Dean",Pete the Cat,https://harpercollins.com/products/pete-the-cat-goes-camping-james-deankimberly-dean,Beginning Readers
9780152050948_ba2d4e35-4cf0-494f-9691-420c533125cd.jpg,Todd's Box,"Paula Sullivan, Nadine Bernard Westcott",,https://harpercollins.com/products/todds-box-paula-sullivan,Beginning Readers
9780152048624_8c603439-7673-46ee-964d-a462672de979.jpg,Sam and Jack,"Alex Moran, Tim Bowers",,https://harpercollins.com/products/sam-and-jack-alex-moran,Beginning Readers
9780152048624_8c603439-7673-46ee-964d-a462672de979.jpg,Sam and Jack,"Alex Moran, Tim Bowers",,https://harpercollins.com/products/sam-and-jack-alex-moran,Beginning Readers
9780062692788.jpg,Axel the Truck: Speed Track,"J. D. Riley, Brandon Dorman",Axel the Truck,https://harpercollins.com/products/axel-the-truck-speed-track-j-d-riley,Beginning Readers
9780062430793.jpg,Paddington at the Barber Shop,"Michael Bond, R. W. Alley",,https://harpercollins.com/products/paddington-at-the-barber-shop-michael-bond,Beginning Readers
9780062087041_2e534951-1aa0-448a-a549-f35d6415fe92.jpg,Diary of a Worm: Teacher's Pet,"Doreen Cronin, Harry Bliss",Diary of a Worm,https://harpercollins.com/products/diary-of-a-worm-teachers-pet-doreen-cronin,Beginning Readers
9780060534363.jpg,Whose Hat Is It?,Valeri Gorbachev,,https://harpercollins.com/products/whose-hat-is-it-valeri-gorbachev,Beginning Readers
9780062948007.jpg,Sparkleton #4: The Weirdest Wish,"Calliope Glass, Hollie Mengert",Sparkleton #4,https://harpercollins.com/products/sparkleton-4-the-weirdest-wish-calliope-glass,Beginning Readers
9780061928871.jpg,Pinkalicious: Pinkie Promise,Victoria Kann,Pinkalicious,https://harpercollins.com/products/pinkalicious-pinkie-promise-victoria-kann,Beginning Readers
9780062432902_92b85e72-6467-4b66-bc23-089421e206cf.jpg,Alexander Hamilton: A Plan for America,"Sarah Albee, Chin Ko",Alexander Hamilton,https://harpercollins.com/products/alexander-hamilton-a-plan-for-america-sarah-albee,Beginning Readers
9780544341159_f20ce419-7d57-426f-9152-3e0636448b34.jpg,Mr. Putter & Tabby Drop the Ball,"Cynthia Rylant, Arthur Howard",,https://harpercollins.com/products/mr-putter-tabby-drop-the-ball-cynthia-rylant,Beginning Readers
9780062307811_becf0e49-6ca6-49f2-9874-a73dc495596b.jpg,How to Read a Book,"Kwame Alexander, Melissa Sweet",,https://harpercollins.com/products/how-to-read-a-book-kwame-alexander,Beginning Readers
